ssnamenr,jd,fid,pid,diffmaglim,ra,dec,magpsf,sigmapsf,chipsf,magap,sigmagap,magapbig,sigmagapbig,distnr,magnr,fwhm,elong,rb,ssdistnr,ssmagnr,id,night,obsdist,phaseangle,G,H,heliodist,antaresID,ltc
54598,2460231.9544792,1,2477454474315,20.66280174255371,105.515161,41.1567022,19.574462890625,0.10410494357347488,1.1900631189346313,19.6382999420166,0.15070000290870667,19.58329963684082,0.18219999969005585,1.0233228206634521,19.2760009765625,2.5999999046325684,1.102739691734314,0.9214285612106323,0.0,19.100000381469727,ZTF23abjyjqp,20231014,13.4102246218029,4.1751,,7.897479635197756,13.58222964132,,-0.07747096835241421
54598,2460231.9989352,2,2477498934315,20.439498901367188,105.5158026,41.1575088,19.216196060180664,0.10472096502780914,2.4500045776367188,19.294200897216797,0.13539999723434448,19.29450035095215,0.17239999771118164,2.6329619884490967,18.875999450683594,2.859999895095825,1.109609603881836,0.8871428370475769,0.0,19.100000381469727,ZTF23abjzexj,20231014,13.4095004872328,4.1747,,7.5393559074187415,13.58220802791,,-0.07746678502156441
54598,2460234.0075926,1,2479507594315,20.714195251464844,105.5428592,41.1927866,19.596773147583008,0.0953371599316597,1.0458481311798096,19.7677001953125,0.16050000488758087,19.859100341796875,0.22300000488758087,22.23805809020996,21.891000747680664,1.9700000286102295,1.0586509704589844,0.8928571343421936,0.0,19.100000381469727,ZTF23abkpjwg,20231016,13.3768733121101,4.1517,,7.9266676254321276,13.58123200956,,-0.07727829758584691
54598,2460236.9209375,1,2482420934315,20.65202522277832,105.570514,41.2446591,19.488082885742188,0.1183599904179573,1.9862937927246094,19.422399520874023,0.12330000102519989,19.353099822998047,0.147599995136261,10.303564071655273,22.979000091552734,2.5399999618530273,1.090040922164917,0.8871428370475769,0.0,19.100000381469727,ZTF23abltwux,20231019,13.329928673078,4.1103,,7.828163800780841,13.57981828287,,-0.07700709805359908
54598,2460237.0028935,2,2482502894315,20.628341674804688,105.5709877,41.2461622,19.299579620361328,0.09233015030622482,3.55476450920105,19.16819953918457,0.10270000249147415,19.084699630737305,0.12129999697208405,9.598612785339355,22.638999938964844,2.190000057220459,1.0568861961364746,0.9085714221000671,0.0,19.100000381469727,ZTF23ablvnlc,20231019,13.3286155515364,4.109,,7.639954007125606,13.57977854526,,-0.07699951214059157
54598,2460238.9914931,2,2484491494315,20.591962814331055,105.5815466,41.282078,18.94107437133789,0.08697909116744995,6.232879161834717,18.864299774169922,0.08240000158548355,18.770200729370117,0.09619999676942825,6.880434513092041,21.95199966430664,2.109999895095825,1.0541353225708008,0.9657142758369446,0.0,19.100000381469727,ZTF23abmqukf,20231021,13.2968961103836,4.0753,,7.288677262634938,13.57881488436,,-0.07681626869083535
54598,2460238.9472685,1,2484447264315,20.678586959838867,105.5813989,41.2812586,19.81573486328125,0.15806318819522858,3.530529022216797,19.84670066833496,0.18369999527931213,19.816299438476562,0.22849999368190765,11.385478973388672,22.46299934387207,2.2799999713897705,1.0571869611740112,0.7157142758369446,0.0,19.100000381469727,ZTF23abmpopi,20231021,13.2975984060617,4.0761,,8.16317445592967,13.57883630397,,-0.07682032585824206
54598,2460241.9271875,2,2487427184315,19.714988708496094,105.585279,41.3356242,19.19021987915039,0.19190387427806854,1.3622429370880127,19.4419002532959,0.17470000684261322,19.66670036315918,0.27549999952316284,11.78767204284668,22.628999710083008,4.739999771118164,1.152603268623352,0.47428572177886963,0.0,19.100000381469727,ZTF23abnbqqv,20231024,13.2506274452161,4.0175,,7.548892879476947,13.57739416793,,-0.07654897426467995
54598,2460244.9684491,2,2490468444315,19.978939056396484,105.5740336,41.3915274,19.023426055908203,0.09903942048549652,1.3929877281188965,19.00469970703125,0.15639999508857727,18.905500411987305,0.18320000171661377,10.047113418579102,22.523000717163086,2.0299999713897705,1.0365079641342163,0.9457142949104309,0.0,19.100000381469727,ZTF23abnnwdl,20231027,13.2035060663839,3.9478,,7.394041655311568,13.57592475986,,-0.07627675370527962
54598,2460246.9995139,2,2492499514315,19.745622634887695,105.5582013,41.4290474,18.960546493530273,0.11326952278614044,1.1833477020263672,18.939699172973633,0.18279999494552612,19.09830093383789,0.2712000012397766,11.538979530334473,22.4950008392334,1.8600000143051147,1.1650793552398682,0.8657143115997314,0.0,19.100000381469727,ZTF23abnsyqa,20231029,13.1725563215142,3.8958,,7.339395403134947,13.57494479376,,-0.07609795679673137
54598,2460252.9716551,1,2498471654015,19.963964462280273,105.4726442,41.5394254,19.46207618713379,0.1817406266927719,1.4051318168640137,19.659299850463867,0.2498999983072281,19.480100631713867,0.2720000147819519,15.364829063415527,22.628000259399414,3.7699999809265137,1.080607533454895,0.7385714054107666,0.0,19.0,ZTF23abouzkl,20231104,13.0843478512701,3.718,,7.866282660118422,13.57206960873,,-0.07558837580167592
54598,2460252.9232292,2,2498423224015,20.133697509765625,105.4736233,41.5385094,18.93094825744629,0.0933876484632492,4.010367393493652,18.857999801635742,0.11670000106096268,19.03030014038086,0.17479999363422394,14.233541488647461,21.840999603271484,2.619999885559082,1.108033299446106,0.9314285516738892,0.0,19.0,ZTF23aboufcs,20231104,13.0850445894713,3.7196,,7.33494179497492,13.57209288468,,-0.07559240086349682
54598,2460254.8594213,1,2500359424015,20.499435424804688,105.4337098,41.5740482,19.55956268310547,0.12502969801425934,2.2390034198760986,19.3523006439209,0.13920000195503235,19.30620002746582,0.17069999873638153,16.732818603515625,21.885000228881836,2.25,1.051655650138855,0.7914285659790039,0.0,19.0,ZTF23abphuly,20231106,13.0574455050279,3.6543,,7.9721219342889675,13.5711627357,,-0.07543296074539514
54598,2460254.985706,2,2500485704015,20.48367691040039,105.4307568,41.5763789,19.24552345275879,0.10864473879337311,5.542181968688965,19.095399856567383,0.10939999669790268,19.03260040283203,0.13199999928474426,7.307992458343506,22.32200050354004,2.440000057220459,1.0822101831436157,0.8728571534156799,0.0,19.0,ZTF23abpjrei,20231106,13.0556642249368,3.6499,,7.65864779221554,13.5711021028,,-0.07542267027693125
